Barcode	Donor	Tissue	celltype_sub	Sample	Histology	Tissue_sub
NP8-11-0412	D20170412	Normal	NK-C8-CD160-HSPA1A	D20170412-Normal-CD45+	HCC	Normal
NP8-111-0412	D20170412	Normal	NK-C7-CD160	D20170412-Normal-CD45+	HCC	Normal
NP8-112-0412	D20170412	Normal	Mono-C2-FCGR3A	D20170412-Normal-CD45+	HCC	Normal
NP8-113-0412	D20170412	Normal	DC-C3-CLEC9A	D20170412-Normal-CD45+	HCC	Normal
NP8-114-0412	D20170412	Normal	NK-C3-IFNG	D20170412-Normal-CD45+	HCC	Normal
NP8-115-0412	D20170412	Normal	Lymphoid-B	D20170412-Normal-CD45+	HCC	Normal
NP8-116-0412	D20170412	Normal	NK-C4-IFNG-HSPA1A	D20170412-Normal-CD45+	HCC	Normal
NP8-117-0412	D20170412	Normal	NK-C7-CD160	D20170412-Normal-CD45+	HCC	Normal
NP8-118-0412	D20170412	Normal	NK-C7-CD160	D20170412-Normal-CD45+	HCC	Normal
NP8-119-0412	D20170412	Normal	NK-C7-CD160	D20170412-Normal-CD45+	HCC	Normal
NP8-12-0412	D20170412	Normal	NK-C8-CD160-HSPA1A	D20170412-Normal-CD45+	HCC	Normal
NP8-125-0412	D20170412	Normal	Mac-C2-C1QA	D20170412-Normal-CD45+	HCC	Normal
NP8-128-0412	D20170412	Normal	NK-C9-MKI67	D20170412-Normal-CD45+	HCC	Normal
NP8-129-0412	D20170412	Normal	Mono-C1-CD14	D20170412-Normal-CD45+	HCC	Normal
NP8-130-0412	D20170412	Normal	NK-C7-CD160	D20170412-Normal-CD45+	HCC	Normal
NP8-13-0412	D20170412	Normal	NK-C7-CD160	D20170412-Normal-CD45+	HCC	Normal
NP8-131-0412	D20170412	Normal	Lymphoid-B	D20170412-Normal-CD45+	HCC	Normal
NP8-132-0412	D20170412	Normal	NK-C9-MKI67	D20170412-Normal-CD45+	HCC	Normal
NP8-133-0412	D20170412	Normal	NK-C7-CD160	D20170412-Normal-CD45+	HCC	Normal
NP8-134-0412	D20170412	Normal	Mac-C2-C1QA	D20170412-Normal-CD45+	HCC	Normal
NP8-135-0412	D20170412	Normal	Lymphoid-B	D20170412-Normal-CD45+	HCC	Normal
NP8-136-0412	D20170412	Normal	NK-C7-CD160	D20170412-Normal-CD45+	HCC	Normal
NP8-138-0412	D20170412	Normal	DC-C1-CD1C	D20170412-Normal-CD45+	HCC	Normal
NP8-139-0412	D20170412	Normal	Mac-C5-VCAN	D20170412-Normal-CD45+	HCC	Normal
NP8-141-0412	D20170412	Normal	DC-C1-CD1C	D20170412-Normal-CD45+	HCC	Normal
NP8-144-0412	D20170412	Normal	Mac-C2-C1QA	D20170412-Normal-CD45+	HCC	Normal
NP8-145-0412	D20170412	Normal	NK-C7-CD160	D20170412-Normal-CD45+	HCC	Normal
NP8-147-0412	D20170412	Normal	NK-C7-CD160	D20170412-Normal-CD45+	HCC	Normal
NP8-148-0412	D20170412	Normal	NK-C7-CD160	D20170412-Normal-CD45+	HCC	Normal
NP8-150-0412	D20170412	Normal	NK-C9-MKI67	D20170412-Normal-CD45+	HCC	Normal
NP8-15-0412	D20170412	Normal	NK-C7-CD160	D20170412-Normal-CD45+	HCC	Normal
NP8-151-0412	D20170412	Normal	NK-C9-MKI67	D20170412-Normal-CD45+	HCC	Normal
NP8-153-0412	D20170412	Normal	NK-C8-CD160-HSPA1A	D20170412-Normal-CD45+	HCC	Normal
NP8-154-0412	D20170412	Normal	Mac-C4-GPX3	D20170412-Normal-CD45+	HCC	Normal
NP8-157-0412	D20170412	Normal	Lymphoid-B-Plasma	D20170412-Normal-CD45+	HCC	Normal
NP8-158-0412	D20170412	Normal	Lymphoid-B	D20170412-Normal-CD45+	HCC	Normal
NP8-160-0412	D20170412	Normal	NK-C9-MKI67	D20170412-Normal-CD45+	HCC	Normal
NP8-16-0412	D20170412	Normal	Lymphoid-B	D20170412-Normal-CD45+	HCC	Normal
NP8-161-0412	D20170412	Normal	Lymphoid-B	D20170412-Normal-CD45+	HCC	Normal
NP8-162-0412	D20170412	Normal	DC-C3-CLEC9A	D20170412-Normal-CD45+	HCC	Normal
NP8-163-0412	D20170412	Normal	Mono-C2-FCGR3A	D20170412-Normal-CD45+	HCC	Normal
NP8-164-0412	D20170412	Normal	Mac-C1-THBS1	D20170412-Normal-CD45+	HCC	Normal
NP8-165-0412	D20170412	Normal	ILCs	D20170412-Normal-CD45+	HCC	Normal
NP8-166-0412	D20170412	Normal	NK-C3-IFNG	D20170412-Normal-CD45+	HCC	Normal
NP8-167-0412	D20170412	Normal	NK-C7-CD160	D20170412-Normal-CD45+	HCC	Normal
NP8-168-0412	D20170412	Normal	NK-C7-CD160	D20170412-Normal-CD45+	HCC	Normal
NP8-169-0412	D20170412	Normal	NK-C7-CD160	D20170412-Normal-CD45+	HCC	Normal
NP8-170-0412	D20170412	Normal	NK-C3-IFNG	D20170412-Normal-CD45+	HCC	Normal
NP8-17-0412	D20170412	Normal	Lymphoid-B	D20170412-Normal-CD45+	HCC	Normal
NP8-172-0412	D20170412	Normal	NK-C9-MKI67	D20170412-Normal-CD45+	HCC	Normal
NP8-173-0412	D20170412	Normal	NK-C7-CD160	D20170412-Normal-CD45+	HCC	Normal
NP8-174-0412	D20170412	Normal	NK-C7-CD160	D20170412-Normal-CD45+	HCC	Normal
NP8-175-0412	D20170412	Normal	Lymphoid-B-Plasma	D20170412-Normal-CD45+	HCC	Normal
NP8-178-0412	D20170412	Normal	NK-C8-CD160-HSPA1A	D20170412-Normal-CD45+	HCC	Normal
NP8-179-0412	D20170412	Normal	NK-C8-CD160-HSPA1A	D20170412-Normal-CD45+	HCC	Normal
NP8-180-0412	D20170412	Normal	NK-C7-CD160	D20170412-Normal-CD45+	HCC	Normal
NP8-18-0412	D20170412	Normal	NK-C7-CD160	D20170412-Normal-CD45+	HCC	Normal
NP8-181-0412	D20170412	Normal	NK-C7-CD160	D20170412-Normal-CD45+	HCC	Normal
NP8-182-0412	D20170412	Normal	NK-C3-IFNG	D20170412-Normal-CD45+	HCC	Normal
NP8-183-0412	D20170412	Normal	NK-C7-CD160	D20170412-Normal-CD45+	HCC	Normal
NP8-184-0412	D20170412	Normal	NK-C9-MKI67	D20170412-Normal-CD45+	HCC	Normal
NP8-185-0412	D20170412	Normal	Lymphoid-B	D20170412-Normal-CD45+	HCC	Normal
NP8-186-0412	D20170412	Normal	NK-C7-CD160	D20170412-Normal-CD45+	HCC	Normal
NP8-187-0412	D20170412	Normal	NK-C4-IFNG-HSPA1A	D20170412-Normal-CD45+	HCC	Normal
NP8-189-0412	D20170412	Normal	NK-C3-IFNG	D20170412-Normal-CD45+	HCC	Normal
NP8-19-0412	D20170412	Normal	NK-C7-CD160	D20170412-Normal-CD45+	HCC	Normal
NP8-192-0412	D20170412	Normal	ILCs	D20170412-Normal-CD45+	HCC	Normal
NP8-194-0412	D20170412	Normal	Mac-C2-C1QA	D20170412-Normal-CD45+	HCC	Normal
NP8-195-0412	D20170412	Normal	NK-C7-CD160	D20170412-Normal-CD45+	HCC	Normal
NP8-196-0412	D20170412	Normal	NK-C7-CD160	D20170412-Normal-CD45+	HCC	Normal
NP8-197-0412	D20170412	Normal	NK-C7-CD160	D20170412-Normal-CD45+	HCC	Normal
NP8-198-0412	D20170412	Normal	NK-C7-CD160	D20170412-Normal-CD45+	HCC	Normal
NP8-199-0412	D20170412	Normal	NK-C4-IFNG-HSPA1A	D20170412-Normal-CD45+	HCC	Normal
NP8-200-0412	D20170412	Normal	NK-C4-IFNG-HSPA1A	D20170412-Normal-CD45+	HCC	Normal
NP8-20-0412	D20170412	Normal	NK-C7-CD160	D20170412-Normal-CD45+	HCC	Normal
NP8-201-0412	D20170412	Normal	NK-C7-CD160	D20170412-Normal-CD45+	HCC	Normal
NP8-202-0412	D20170412	Normal	DC-C2-FCER1A	D20170412-Normal-CD45+	HCC	Normal
NP8-205-0412	D20170412	Normal	Mono-C1-CD14	D20170412-Normal-CD45+	HCC	Normal
NP8-206-0412	D20170412	Normal	NK-C7-CD160	D20170412-Normal-CD45+	HCC	Normal
NP8-207-0412	D20170412	Normal	NK-C7-CD160	D20170412-Normal-CD45+	HCC	Normal
NP8-208-0412	D20170412	Normal	NK-C7-CD160	D20170412-Normal-CD45+	HCC	Normal
NP8-21-0412	D20170412	Normal	Mac-C3-APOE	D20170412-Normal-CD45+	HCC	Normal
NP8-211-0412	D20170412	Normal	Lymphoid-B-Plasma	D20170412-Normal-CD45+	HCC	Normal
NP8-214-0412	D20170412	Normal	Lymphoid-B-Plasma	D20170412-Normal-CD45+	HCC	Normal
NP8-217-0412	D20170412	Normal	Mac-C2-C1QA	D20170412-Normal-CD45+	HCC	Normal
NP8-218-0412	D20170412	Normal	Mac-C3-APOE	D20170412-Normal-CD45+	HCC	Normal
NP8-219-0412	D20170412	Normal	NK-C7-CD160	D20170412-Normal-CD45+	HCC	Normal
NP8-220-0412	D20170412	Normal	Mono-C2-FCGR3A	D20170412-Normal-CD45+	HCC	Normal
NP8-221-0412	D20170412	Normal	NK-C7-CD160	D20170412-Normal-CD45+	HCC	Normal
NP8-222-0412	D20170412	Normal	Mac-C2-C1QA	D20170412-Normal-CD45+	HCC	Normal
NP8-223-0412	D20170412	Normal	NK-C7-CD160	D20170412-Normal-CD45+	HCC	Normal
NP8-224-0412	D20170412	Normal	NK-C4-IFNG-HSPA1A	D20170412-Normal-CD45+	HCC	Normal
NP8-225-0412	D20170412	Normal	NK-C7-CD160	D20170412-Normal-CD45+	HCC	Normal
NP8-226-0412	D20170412	Normal	Mast-C2-CPA3	D20170412-Normal-CD45+	HCC	Normal
NP8-227-0412	D20170412	Normal	NK-C7-CD160	D20170412-Normal-CD45+	HCC	Normal
NP8-228-0412	D20170412	Normal	Mast-C2-CPA3	D20170412-Normal-CD45+	HCC	Normal
NP8-229-0412	D20170412	Normal	NK-C7-CD160	D20170412-Normal-CD45+	HCC	Normal
NP8-230-0412	D20170412	Normal	Lymphoid-B	D20170412-Normal-CD45+	HCC	Normal
NP8-23-0412	D20170412	Normal	Mac-C1-THBS1	D20170412-Normal-CD45+	HCC	Normal
NP8-231-0412	D20170412	Normal	NK-C7-CD160	D20170412-Normal-CD45+	HCC	Normal
NP8-232-0412	D20170412	Normal	Mono-C2-FCGR3A	D20170412-Normal-CD45+	HCC	Normal
NP8-238-0412	D20170412	Normal	DC-C1-CD1C	D20170412-Normal-CD45+	HCC	Normal
NP8-240-0412	D20170412	Normal	DC-C3-CLEC9A	D20170412-Normal-CD45+	HCC	Normal
NP8-24-0412	D20170412	Normal	Mac-C3-APOE	D20170412-Normal-CD45+	HCC	Normal
NP8-241-0412	D20170412	Normal	NK-C7-CD160	D20170412-Normal-CD45+	HCC	Normal
NP8-242-0412	D20170412	Normal	CD8-C5-SELL	D20170412-Normal-CD45+	HCC	Normal
NP8-243-0412	D20170412	Normal	NK-C7-CD160	D20170412-Normal-CD45+	HCC	Normal
NP8-244-0412	D20170412	Normal	NK-C7-CD160	D20170412-Normal-CD45+	HCC	Normal
NP8-245-0412	D20170412	Normal	NK-C7-CD160	D20170412-Normal-CD45+	HCC	Normal
NP8-246-0412	D20170412	Normal	Lymphoid-B	D20170412-Normal-CD45+	HCC	Normal
NP8-247-0412	D20170412	Normal	NK-C7-CD160	D20170412-Normal-CD45+	HCC	Normal
NP8-248-0412	D20170412	Normal	NK-C7-CD160	D20170412-Normal-CD45+	HCC	Normal
NP8-249-0412	D20170412	Normal	NK-C7-CD160	D20170412-Normal-CD45+	HCC	Normal
NP8-250-0412	D20170412	Normal	NK-C7-CD160	D20170412-Normal-CD45+	HCC	Normal
NP8-25-0412	D20170412	Normal	NK-C7-CD160	D20170412-Normal-CD45+	HCC	Normal
NP8-251-0412	D20170412	Normal	Mono-C2-FCGR3A	D20170412-Normal-CD45+	HCC	Normal
NP8-252-0412	D20170412	Normal	NK-C9-MKI67	D20170412-Normal-CD45+	HCC	Normal
NP8-253-0412	D20170412	Normal	Lymphoid-B-Plasma	D20170412-Normal-CD45+	HCC	Normal
NP8-254-0412	D20170412	Normal	NK-C7-CD160	D20170412-Normal-CD45+	HCC	Normal
NP8-255-0412	D20170412	Normal	Mac-C3-APOE	D20170412-Normal-CD45+	HCC	Normal
NP8-26-0412	D20170412	Normal	NK-C7-CD160	D20170412-Normal-CD45+	HCC	Normal
NP8-261-0412	D20170412	Normal	Mono-C1-CD14	D20170412-Normal-CD45+	HCC	Normal
NP8-262-0412	D20170412	Normal	Lymphoid-B	D20170412-Normal-CD45+	HCC	Normal
NP8-263-0412	D20170412	Normal	CD8-C4-CX3CR1	D20170412-Normal-CD45+	HCC	Normal
NP8-28-0412	D20170412	Normal	NK-C7-CD160	D20170412-Normal-CD45+	HCC	Normal
NP8-281-0412	D20170412	Normal	NK-C7-CD160	D20170412-Normal-CD45+	HCC	Normal
NP8-282-0412	D20170412	Normal	NK-C4-IFNG-HSPA1A	D20170412-Normal-CD45+	HCC	Normal
NP8-283-0412	D20170412	Normal	NK-C7-CD160	D20170412-Normal-CD45+	HCC	Normal
NP8-284-0412	D20170412	Normal	NK-C7-CD160	D20170412-Normal-CD45+	HCC	Normal
NP8-285-0412	D20170412	Normal	Mac-C2-C1QA	D20170412-Normal-CD45+	HCC	Normal
NP8-286-0412	D20170412	Normal	CD8-C5-SELL	D20170412-Normal-CD45+	HCC	Normal
NP8-287-0412	D20170412	Normal	NK-C7-CD160	D20170412-Normal-CD45+	HCC	Normal
NP8-288-0412	D20170412	Normal	NK-C7-CD160	D20170412-Normal-CD45+	HCC	Normal
NP8-29-0412	D20170412	Normal	Mono-C2-FCGR3A	D20170412-Normal-CD45+	HCC	Normal
NP8-30-0412	D20170412	Normal	Mac-C5-VCAN	D20170412-Normal-CD45+	HCC	Normal
NP8-301-0412	D20170412	Normal	Lymphoid-B	D20170412-Normal-CD45+	HCC	Normal
NP8-3-0412	D20170412	Normal	NK-C7-CD160	D20170412-Normal-CD45+	HCC	Normal
NP8-31-0412	D20170412	Normal	NK-C3-IFNG	D20170412-Normal-CD45+	HCC	Normal
NP8-32-0412	D20170412	Normal	Mac-C5-VCAN	D20170412-Normal-CD45+	HCC	Normal
NP8-325-0412	D20170412	Normal	Mast-C2-CPA3	D20170412-Normal-CD45+	HCC	Normal
NP8-34-0412	D20170412	Normal	NK-C7-CD160	D20170412-Normal-CD45+	HCC	Normal
NP8-36-0412	D20170412	Normal	Mac-C2-C1QA	D20170412-Normal-CD45+	HCC	Normal
NP8-38-0412	D20170412	Normal	NK-C7-CD160	D20170412-Normal-CD45+	HCC	Normal
NP8-40-0412	D20170412	Normal	DC-C3-CLEC9A	D20170412-Normal-CD45+	HCC	Normal
NP8-4-0412	D20170412	Normal	NK-C7-CD160	D20170412-Normal-CD45+	HCC	Normal
NP8-41-0412	D20170412	Normal	DC-C3-CLEC9A	D20170412-Normal-CD45+	HCC	Normal
NP8-42-0412	D20170412	Normal	ILCs	D20170412-Normal-CD45+	HCC	Normal
NP8-44-0412	D20170412	Normal	NK-C8-CD160-HSPA1A	D20170412-Normal-CD45+	HCC	Normal
NP8-45-0412	D20170412	Normal	Mono-C2-FCGR3A	D20170412-Normal-CD45+	HCC	Normal
NP8-46-0412	D20170412	Normal	NK-C7-CD160	D20170412-Normal-CD45+	HCC	Normal
NP8-47-0412	D20170412	Normal	Mono-C1-CD14	D20170412-Normal-CD45+	HCC	Normal
NP8-48-0412	D20170412	Normal	NK-C7-CD160	D20170412-Normal-CD45+	HCC	Normal
NP8-49-0412	D20170412	Normal	Lymphoid-B	D20170412-Normal-CD45+	HCC	Normal
NP8-5-0412	D20170412	Normal	NK-C7-CD160	D20170412-Normal-CD45+	HCC	Normal
NP8-53-0412	D20170412	Normal	NK-C7-CD160	D20170412-Normal-CD45+	HCC	Normal
NP8-54-0412	D20170412	Normal	NK-C7-CD160	D20170412-Normal-CD45+	HCC	Normal
NP8-55-0412	D20170412	Normal	NK-C7-CD160	D20170412-Normal-CD45+	HCC	Normal
NP8-58-0412	D20170412	Normal	NK-C7-CD160	D20170412-Normal-CD45+	HCC	Normal
NP8-59-0412	D20170412	Normal	Mac-C2-C1QA	D20170412-Normal-CD45+	HCC	Normal
NP8-6-0412	D20170412	Normal	NK-C7-CD160	D20170412-Normal-CD45+	HCC	Normal
NP8-61-0412	D20170412	Normal	NK-C7-CD160	D20170412-Normal-CD45+	HCC	Normal
NP8-64-0412	D20170412	Normal	NK-C3-IFNG	D20170412-Normal-CD45+	HCC	Normal
NP8-67-0412	D20170412	Normal	NK-C7-CD160	D20170412-Normal-CD45+	HCC	Normal
NP8-7-0412	D20170412	Normal	NK-C7-CD160	D20170412-Normal-CD45+	HCC	Normal
NP8-74-0412	D20170412	Normal	DC-C3-CLEC9A	D20170412-Normal-CD45+	HCC	Normal
NP8-76-0412	D20170412	Normal	NK-C7-CD160	D20170412-Normal-CD45+	HCC	Normal
NP8-77-0412	D20170412	Normal	NK-C7-CD160	D20170412-Normal-CD45+	HCC	Normal
NP8-78-0412	D20170412	Normal	NK-C1-FCGR3A	D20170412-Normal-CD45+	HCC	Normal
NP8-79-0412	D20170412	Normal	NK-C8-CD160-HSPA1A	D20170412-Normal-CD45+	HCC	Normal
NP8-80-0412	D20170412	Normal	Mac-C2-C1QA	D20170412-Normal-CD45+	HCC	Normal
NP8-8-0412	D20170412	Normal	NK-C7-CD160	D20170412-Normal-CD45+	HCC	Normal
NP8-81-0412	D20170412	Normal	NK-C7-CD160	D20170412-Normal-CD45+	HCC	Normal
NP8-82-0412	D20170412	Normal	DC-C3-CLEC9A	D20170412-Normal-CD45+	HCC	Normal
NP8-83-0412	D20170412	Normal	NK-C7-CD160	D20170412-Normal-CD45+	HCC	Normal
NP8-84-0412	D20170412	Normal	NK-C7-CD160	D20170412-Normal-CD45+	HCC	Normal
NP8-87-0412	D20170412	Normal	NK-C7-CD160	D20170412-Normal-CD45+	HCC	Normal
NP8-88-0412	D20170412	Normal	NK-C7-CD160	D20170412-Normal-CD45+	HCC	Normal
NP8-89-0412	D20170412	Normal	NK-C9-MKI67	D20170412-Normal-CD45+	HCC	Normal
NP8-90-0412	D20170412	Normal	Mac-C1-THBS1	D20170412-Normal-CD45+	HCC	Normal
NP8-9-0412	D20170412	Normal	NK-C1-FCGR3A	D20170412-Normal-CD45+	HCC	Normal
NP8-91-0412	D20170412	Normal	Mac-C2-C1QA	D20170412-Normal-CD45+	HCC	Normal
NP8-92-0412	D20170412	Normal	Mac-C2-C1QA	D20170412-Normal-CD45+	HCC	Normal
NP8-94-0412	D20170412	Normal	NK-C4-IFNG-HSPA1A	D20170412-Normal-CD45+	HCC	Normal
NP8-95-0412	D20170412	Normal	DC-C3-CLEC9A	D20170412-Normal-CD45+	HCC	Normal
NP8-96-0412	D20170412	Normal	Mac-C1-THBS1	D20170412-Normal-CD45+	HCC	Normal
NP8-98-0412	D20170412	Normal	Mac-C2-C1QA	D20170412-Normal-CD45+	HCC	Normal
NP8-99-0412	D20170412	Normal	NK-C7-CD160	D20170412-Normal-CD45+	HCC	Normal
PP7-10-0412	D20170412	Blood	CD4-C3-ANXA1	D20170412-Blood-CD45+CD3+	HCC	Blood
PP7-101-0412	D20170412	Blood	CD4-C3-ANXA1	D20170412-Blood-CD45+CD3+	HCC	Blood
PP7-102-0412	D20170412	Blood	CD8-C4-CX3CR1	D20170412-Blood-CD45+CD3+	HCC	Blood
PP7-103-0412	D20170412	Blood	CD8-C4-CX3CR1	D20170412-Blood-CD45+CD3+	HCC	Blood
PP7-104-0412	D20170412	Blood	CD4-C3-ANXA1	D20170412-Blood-CD45+CD3+	HCC	Blood
PP7-1-0412	D20170412	Blood	CD8-C2-MKI67	D20170412-Blood-CD45+CD3+	HCC	Blood
PP7-105-0412	D20170412	Blood	CD4-C3-ANXA1	D20170412-Blood-CD45+CD3+	HCC	Blood
PP7-106-0412	D20170412	Blood	CD4-C3-ANXA1	D20170412-Blood-CD45+CD3+	HCC	Blood
PP7-107-0412	D20170412	Blood	CD4-C1-CCR7	D20170412-Blood-CD45+CD3+	HCC	Blood
PP7-108-0412	D20170412	Blood	CD4-C1-CCR7	D20170412-Blood-CD45+CD3+	HCC	Blood
PP7-109-0412	D20170412	Blood	CD4-C3-ANXA1	D20170412-Blood-CD45+CD3+	HCC	Blood
PP7-110-0412	D20170412	Blood	CD8-C6-GZMK	D20170412-Blood-CD45+CD3+	HCC	Blood
PP7-11-0412	D20170412	Blood	CD8-C4-CX3CR1	D20170412-Blood-CD45+CD3+	HCC	Blood
PP7-111-0412	D20170412	Blood	CD4-C3-ANXA1	D20170412-Blood-CD45+CD3+	HCC	Blood
PP7-112-0412	D20170412	Blood	CD4-C3-ANXA1	D20170412-Blood-CD45+CD3+	HCC	Blood
PP7-113-0412	D20170412	Blood	CD8-C4-CX3CR1	D20170412-Blood-CD45+CD3+	HCC	Blood
PP7-114-0412	D20170412	Blood	CD8-C4-CX3CR1	D20170412-Blood-CD45+CD3+	HCC	Blood
PP7-117-0412	D20170412	Blood	CD4-C3-ANXA1	D20170412-Blood-CD45+CD3+	HCC	Blood
PP7-118-0412	D20170412	Blood	CD4-C7-FOXP3	D20170412-Blood-CD45+CD3+	HCC	Blood
PP7-119-0412	D20170412	Blood	CD4-C3-ANXA1	D20170412-Blood-CD45+CD3+	HCC	Blood
PP7-120-0412	D20170412	Blood	CD8-C4-CX3CR1	D20170412-Blood-CD45+CD3+	HCC	Blood
PP7-121-0412	D20170412	Blood	CD4-C3-ANXA1	D20170412-Blood-CD45+CD3+	HCC	Blood
PP7-123-0412	D20170412	Blood	CD8-C3-IL7R	D20170412-Blood-CD45+CD3+	HCC	Blood
PP7-124-0412	D20170412	Blood	CD4-C1-CCR7	D20170412-Blood-CD45+CD3+	HCC	Blood
PP7-125-0412	D20170412	Blood	CD4-C3-ANXA1	D20170412-Blood-CD45+CD3+	HCC	Blood
PP7-13-0412	D20170412	Blood	CD8-C4-CX3CR1	D20170412-Blood-CD45+CD3+	HCC	Blood
PP7-138-0412	D20170412	Blood	CD4-C3-ANXA1	D20170412-Blood-CD45+CD3+	HCC	Blood
PP7-139-0412	D20170412	Blood	CD4-C3-ANXA1	D20170412-Blood-CD45+CD3+	HCC	Blood
PP7-140-0412	D20170412	Blood	CD4-C3-ANXA1	D20170412-Blood-CD45+CD3+	HCC	Blood
PP7-14-0412	D20170412	Blood	CD4-C3-ANXA1	D20170412-Blood-CD45+CD3+	HCC	Blood
PP7-141-0412	D20170412	Blood	CD4-C3-ANXA1	D20170412-Blood-CD45+CD3+	HCC	Blood
PP7-142-0412	D20170412	Blood	CD8-C4-CX3CR1	D20170412-Blood-CD45+CD3+	HCC	Blood
PP7-143-0412	D20170412	Blood	CD4-C3-ANXA1	D20170412-Blood-CD45+CD3+	HCC	Blood
PP7-145-0412	D20170412	Blood	CD8-C6-GZMK	D20170412-Blood-CD45+CD3+	HCC	Blood
PP7-146-0412	D20170412	Blood	CD8-C4-CX3CR1	D20170412-Blood-CD45+CD3+	HCC	Blood
PP7-148-0412	D20170412	Blood	CD8-C6-GZMK	D20170412-Blood-CD45+CD3+	HCC	Blood
PP7-149-0412	D20170412	Blood	CD4-C7-FOXP3	D20170412-Blood-CD45+CD3+	HCC	Blood
PP7-150-0412	D20170412	Blood	CD8-C4-CX3CR1	D20170412-Blood-CD45+CD3+	HCC	Blood
PP7-15-0412	D20170412	Blood	CD4-C3-ANXA1	D20170412-Blood-CD45+CD3+	HCC	Blood
PP7-151-0412	D20170412	Blood	NK-C1-FCGR3A	D20170412-Blood-CD45+CD3+	HCC	Blood
PP7-152-0412	D20170412	Blood	CD8-C2-MKI67	D20170412-Blood-CD45+CD3+	HCC	Blood
PP7-153-0412	D20170412	Blood	CD8-C4-CX3CR1	D20170412-Blood-CD45+CD3+	HCC	Blood
PP7-154-0412	D20170412	Blood	CD8-C4-CX3CR1	D20170412-Blood-CD45+CD3+	HCC	Blood
PP7-156-0412	D20170412	Blood	CD4-C1-CCR7	D20170412-Blood-CD45+CD3+	HCC	Blood
PP7-157-0412	D20170412	Blood	CD4-C3-ANXA1	D20170412-Blood-CD45+CD3+	HCC	Blood
PP7-158-0412	D20170412	Blood	CD8-C4-CX3CR1	D20170412-Blood-CD45+CD3+	HCC	Blood
PP7-159-0412	D20170412	Blood	CD4-C1-CCR7	D20170412-Blood-CD45+CD3+	HCC	Blood
PP7-160-0412	D20170412	Blood	CD8-C4-CX3CR1	D20170412-Blood-CD45+CD3+	HCC	Blood
PP7-16-0412	D20170412	Blood	CD8-C6-GZMK	D20170412-Blood-CD45+CD3+	HCC	Blood
PP7-161-0412	D20170412	Blood	CD8-C4-CX3CR1	D20170412-Blood-CD45+CD3+	HCC	Blood
PP7-162-0412	D20170412	Blood	CD8-C4-CX3CR1	D20170412-Blood-CD45+CD3+	HCC	Blood
PP7-163-0412	D20170412	Blood	CD4-C3-ANXA1	D20170412-Blood-CD45+CD3+	HCC	Blood
PP7-164-0412	D20170412	Blood	CD4-C3-ANXA1	D20170412-Blood-CD45+CD3+	HCC	Blood
PP7-165-0412	D20170412	Blood	CD8-C4-CX3CR1	D20170412-Blood-CD45+CD3+	HCC	Blood
PP7-166-0412	D20170412	Blood	CD8-C4-CX3CR1	D20170412-Blood-CD45+CD3+	HCC	Blood
PP7-167-0412	D20170412	Blood	CD4-C1-CCR7	D20170412-Blood-CD45+CD3+	HCC	Blood
PP7-168-0412	D20170412	Blood	CD4-C1-CCR7	D20170412-Blood-CD45+CD3+	HCC	Blood
PP7-169-0412	D20170412	Blood	CD4-C3-ANXA1	D20170412-Blood-CD45+CD3+	HCC	Blood
PP7-170-0412	D20170412	Blood	CD4-C1-CCR7	D20170412-Blood-CD45+CD3+	HCC	Blood
PP7-17-0412	D20170412	Blood	CD8-C4-CX3CR1	D20170412-Blood-CD45+CD3+	HCC	Blood
PP7-171-0412	D20170412	Blood	CD8-C4-CX3CR1	D20170412-Blood-CD45+CD3+	HCC	Blood
PP7-172-0412	D20170412	Blood	CD4-C3-ANXA1	D20170412-Blood-CD45+CD3+	HCC	Blood
PP7-173-0412	D20170412	Blood	CD8-C4-CX3CR1	D20170412-Blood-CD45+CD3+	HCC	Blood
PP7-176-0412	D20170412	Blood	CD4-C3-ANXA1	D20170412-Blood-CD45+CD3+	HCC	Blood
PP7-177-0412	D20170412	Blood	CD4-C7-FOXP3	D20170412-Blood-CD45+CD3+	HCC	Blood
PP7-178-0412	D20170412	Blood	CD4-C3-ANXA1	D20170412-Blood-CD45+CD3+	HCC	Blood
PP7-179-0412	D20170412	Blood	CD8-C4-CX3CR1	D20170412-Blood-CD45+CD3+	HCC	Blood
PP7-180-0412	D20170412	Blood	CD4-C3-ANXA1	D20170412-Blood-CD45+CD3+	HCC	Blood
PP7-18-0412	D20170412	Blood	CD8-C4-CX3CR1	D20170412-Blood-CD45+CD3+	HCC	Blood
PP7-181-0412	D20170412	Blood	CD4-C3-ANXA1	D20170412-Blood-CD45+CD3+	HCC	Blood
PP7-184-0412	D20170412	Blood	CD4-C1-CCR7	D20170412-Blood-CD45+CD3+	HCC	Blood
PP7-185-0412	D20170412	Blood	CD8-C4-CX3CR1	D20170412-Blood-CD45+CD3+	HCC	Blood
PP7-187-0412	D20170412	Blood	CD8-C4-CX3CR1	D20170412-Blood-CD45+CD3+	HCC	Blood
PP7-188-0412	D20170412	Blood	CD4-C3-ANXA1	D20170412-Blood-CD45+CD3+	HCC	Blood
PP7-189-0412	D20170412	Blood	CD4-C3-ANXA1	D20170412-Blood-CD45+CD3+	HCC	Blood
PP7-19-0412	D20170412	Blood	CD8-C6-GZMK	D20170412-Blood-CD45+CD3+	HCC	Blood
