Barcode	Donor	Tissue	celltype_sub	Sample	Histology	Tissue_sub
TP7-96-0327	D20170327	Tumor	CD8-C8-PDCD1	D20170327-Tumor-CD45+CD3+	HCC	TumorEdge
TP7-97-0327	D20170327	Tumor	CD8-C6-GZMK	D20170327-Tumor-CD45+CD3+	HCC	TumorEdge
TP7-98-0327	D20170327	Tumor	CD8-C8-PDCD1	D20170327-Tumor-CD45+CD3+	HCC	TumorEdge
TP7-99-0327	D20170327	Tumor	CD8-C8-PDCD1	D20170327-Tumor-CD45+CD3+	HCC	TumorEdge
TP9-10-0327	D20170327	Tumor	NK-C4-IFNG-HSPA1A	D20170327-Tumor-CD45+	HCC	TumorEdge
TP9-103-0327	D20170327	Tumor	NK-C4-IFNG-HSPA1A	D20170327-Tumor-CD45+	HCC	TumorEdge
TP9-1-0327	D20170327	Tumor	CD4-C5-TCF7	D20170327-Tumor-CD45+	HCC	TumorEdge
TP9-104-0327	D20170327	Tumor	NK-C8-CD160-HSPA1A	D20170327-Tumor-CD45+	HCC	TumorEdge
TP9-107-0327	D20170327	Tumor	NK-C1-FCGR3A	D20170327-Tumor-CD45+	HCC	TumorEdge
TP9-109-0327	D20170327	Tumor	NK-C4-IFNG-HSPA1A	D20170327-Tumor-CD45+	HCC	TumorEdge
TP9-11-0327	D20170327	Tumor	NK-C7-CD160	D20170327-Tumor-CD45+	HCC	TumorEdge
TP9-111-0327	D20170327	Tumor	NK-C4-IFNG-HSPA1A	D20170327-Tumor-CD45+	HCC	TumorEdge
TP9-112-0327	D20170327	Tumor	NK-C4-IFNG-HSPA1A	D20170327-Tumor-CD45+	HCC	TumorEdge
TP9-113-0327	D20170327	Tumor	NK-C4-IFNG-HSPA1A	D20170327-Tumor-CD45+	HCC	TumorEdge
TP9-114-0327	D20170327	Tumor	NK-C4-IFNG-HSPA1A	D20170327-Tumor-CD45+	HCC	TumorEdge
TP9-116-0327	D20170327	Tumor	NK-C4-IFNG-HSPA1A	D20170327-Tumor-CD45+	HCC	TumorEdge
TP9-117-0327	D20170327	Tumor	NK-C4-IFNG-HSPA1A	D20170327-Tumor-CD45+	HCC	TumorEdge
TP9-119-0327	D20170327	Tumor	NK-C4-IFNG-HSPA1A	D20170327-Tumor-CD45+	HCC	TumorEdge
TP9-120-0327	D20170327	Tumor	NK-C4-IFNG-HSPA1A	D20170327-Tumor-CD45+	HCC	TumorEdge
TP9-12-0327	D20170327	Tumor	Lymphoid-B-Plasma	D20170327-Tumor-CD45+	HCC	TumorEdge
TP9-122-0327	D20170327	Tumor	NK-C4-IFNG-HSPA1A	D20170327-Tumor-CD45+	HCC	TumorEdge
TP9-124-0327	D20170327	Tumor	NK-C4-IFNG-HSPA1A	D20170327-Tumor-CD45+	HCC	TumorEdge
TP9-126-0327	D20170327	Tumor	NK-C4-IFNG-HSPA1A	D20170327-Tumor-CD45+	HCC	TumorEdge
TP9-128-0327	D20170327	Tumor	NK-C3-IFNG	D20170327-Tumor-CD45+	HCC	TumorEdge
TP9-13-0327	D20170327	Tumor	NK-C7-CD160	D20170327-Tumor-CD45+	HCC	TumorEdge
TP9-132-0327	D20170327	Tumor	NK-C7-CD160	D20170327-Tumor-CD45+	HCC	TumorEdge
TP9-133-0327	D20170327	Tumor	NK-C9-MKI67	D20170327-Tumor-CD45+	HCC	TumorEdge
TP9-135-0327	D20170327	Tumor	Mast-C2-CPA3	D20170327-Tumor-CD45+	HCC	TumorEdge
TP9-136-0327	D20170327	Tumor	CD8-C8-PDCD1	D20170327-Tumor-CD45+	HCC	TumorEdge
TP9-137-0327	D20170327	Tumor	NK-C8-CD160-HSPA1A	D20170327-Tumor-CD45+	HCC	TumorEdge
TP9-14-0327	D20170327	Tumor	NK-C5-CD69	D20170327-Tumor-CD45+	HCC	TumorEdge
TP9-143-0327	D20170327	Tumor	NK-C7-CD160	D20170327-Tumor-CD45+	HCC	TumorEdge
TP9-144-0327	D20170327	Tumor	Lymphoid-B	D20170327-Tumor-CD45+	HCC	TumorEdge
TP9-150-0327	D20170327	Tumor	Lymphoid-B	D20170327-Tumor-CD45+	HCC	TumorEdge
TP9-15-0327	D20170327	Tumor	NK-C7-CD160	D20170327-Tumor-CD45+	HCC	TumorEdge
TP9-151-0327	D20170327	Tumor	NK-C4-IFNG-HSPA1A	D20170327-Tumor-CD45+	HCC	TumorEdge
TP9-157-0327	D20170327	Tumor	NK-C4-IFNG-HSPA1A	D20170327-Tumor-CD45+	HCC	TumorEdge
TP9-159-0327	D20170327	Tumor	NK-C4-IFNG-HSPA1A	D20170327-Tumor-CD45+	HCC	TumorEdge
TP9-160-0327	D20170327	Tumor	NK-C4-IFNG-HSPA1A	D20170327-Tumor-CD45+	HCC	TumorEdge
TP9-16-0327	D20170327	Tumor	NK-C4-IFNG-HSPA1A	D20170327-Tumor-CD45+	HCC	TumorEdge
TP9-163-0327	D20170327	Tumor	NK-C7-CD160	D20170327-Tumor-CD45+	HCC	TumorEdge
TP9-165-0327	D20170327	Tumor	CD8-C6-GZMK	D20170327-Tumor-CD45+	HCC	TumorEdge
TP9-166-0327	D20170327	Tumor	NK-C4-IFNG-HSPA1A	D20170327-Tumor-CD45+	HCC	TumorEdge
TP9-167-0327	D20170327	Tumor	NK-C4-IFNG-HSPA1A	D20170327-Tumor-CD45+	HCC	TumorEdge
TP9-168-0327	D20170327	Tumor	NK-C4-IFNG-HSPA1A	D20170327-Tumor-CD45+	HCC	TumorEdge
TP9-170-0327	D20170327	Tumor	NK-C4-IFNG-HSPA1A	D20170327-Tumor-CD45+	HCC	TumorEdge
TP9-17-0327	D20170327	Tumor	NK-C4-IFNG-HSPA1A	D20170327-Tumor-CD45+	HCC	TumorEdge
TP9-172-0327	D20170327	Tumor	NK-C4-IFNG-HSPA1A	D20170327-Tumor-CD45+	HCC	TumorEdge
TP9-174-0327	D20170327	Tumor	NK-C7-CD160	D20170327-Tumor-CD45+	HCC	TumorEdge
TP9-175-0327	D20170327	Tumor	NK-C4-IFNG-HSPA1A	D20170327-Tumor-CD45+	HCC	TumorEdge
TP9-176-0327	D20170327	Tumor	NK-C7-CD160	D20170327-Tumor-CD45+	HCC	TumorEdge
TP9-179-0327	D20170327	Tumor	NK-C1-FCGR3A	D20170327-Tumor-CD45+	HCC	TumorEdge
TP9-180-0327	D20170327	Tumor	NK-C8-CD160-HSPA1A	D20170327-Tumor-CD45+	HCC	TumorEdge
TP9-18-0327	D20170327	Tumor	NK-C3-IFNG	D20170327-Tumor-CD45+	HCC	TumorEdge
TP9-181-0327	D20170327	Tumor	NK-C4-IFNG-HSPA1A	D20170327-Tumor-CD45+	HCC	TumorEdge
TP9-182-0327	D20170327	Tumor	NK-C5-CD69	D20170327-Tumor-CD45+	HCC	TumorEdge
TP9-183-0327	D20170327	Tumor	NK-C7-CD160	D20170327-Tumor-CD45+	HCC	TumorEdge
TP9-184-0327	D20170327	Tumor	NK-C7-CD160	D20170327-Tumor-CD45+	HCC	TumorEdge
TP9-186-0327	D20170327	Tumor	NK-C8-CD160-HSPA1A	D20170327-Tumor-CD45+	HCC	TumorEdge
TP9-187-0327	D20170327	Tumor	NK-C4-IFNG-HSPA1A	D20170327-Tumor-CD45+	HCC	TumorEdge
TP9-188-0327	D20170327	Tumor	CD4-C7-FOXP3	D20170327-Tumor-CD45+	HCC	TumorEdge
TP9-189-0327	D20170327	Tumor	Lymphoid-B	D20170327-Tumor-CD45+	HCC	TumorEdge
TP9-19-0327	D20170327	Tumor	DC-C1-CD1C	D20170327-Tumor-CD45+	HCC	TumorEdge
TP9-191-0327	D20170327	Tumor	NK-C3-IFNG	D20170327-Tumor-CD45+	HCC	TumorEdge
TP9-192-0327	D20170327	Tumor	NK-C3-IFNG	D20170327-Tumor-CD45+	HCC	TumorEdge
TP9-2-0327	D20170327	Tumor	NK-C7-CD160	D20170327-Tumor-CD45+	HCC	TumorEdge
TP9-22-0327	D20170327	Tumor	NK-C3-IFNG	D20170327-Tumor-CD45+	HCC	TumorEdge
TP9-23-0327	D20170327	Tumor	NK-C4-IFNG-HSPA1A	D20170327-Tumor-CD45+	HCC	TumorEdge
TP9-24-0327	D20170327	Tumor	NK-C4-IFNG-HSPA1A	D20170327-Tumor-CD45+	HCC	TumorEdge
TP9-25-0327	D20170327	Tumor	NK-C4-IFNG-HSPA1A	D20170327-Tumor-CD45+	HCC	TumorEdge
TP9-26-0327	D20170327	Tumor	CD8-C4-CX3CR1	D20170327-Tumor-CD45+	HCC	TumorEdge
TP9-27-0327	D20170327	Tumor	NK-C7-CD160	D20170327-Tumor-CD45+	HCC	TumorEdge
TP9-28-0327	D20170327	Tumor	NK-C3-IFNG	D20170327-Tumor-CD45+	HCC	TumorEdge
TP9-29-0327	D20170327	Tumor	NK-C4-IFNG-HSPA1A	D20170327-Tumor-CD45+	HCC	TumorEdge
TP9-30-0327	D20170327	Tumor	NK-C3-IFNG	D20170327-Tumor-CD45+	HCC	TumorEdge
TP9-3-0327	D20170327	Tumor	NK-C4-IFNG-HSPA1A	D20170327-Tumor-CD45+	HCC	TumorEdge
TP9-31-0327	D20170327	Tumor	NK-C4-IFNG-HSPA1A	D20170327-Tumor-CD45+	HCC	TumorEdge
TP9-32-0327	D20170327	Tumor	NK-C4-IFNG-HSPA1A	D20170327-Tumor-CD45+	HCC	TumorEdge
TP9-33-0327	D20170327	Tumor	NK-C4-IFNG-HSPA1A	D20170327-Tumor-CD45+	HCC	TumorEdge
TP9-34-0327	D20170327	Tumor	NK-C8-CD160-HSPA1A	D20170327-Tumor-CD45+	HCC	TumorEdge
TP9-36-0327	D20170327	Tumor	NK-C1-FCGR3A	D20170327-Tumor-CD45+	HCC	TumorEdge
TP9-38-0327	D20170327	Tumor	NK-C4-IFNG-HSPA1A	D20170327-Tumor-CD45+	HCC	TumorEdge
TP9-39-0327	D20170327	Tumor	NK-C4-IFNG-HSPA1A	D20170327-Tumor-CD45+	HCC	TumorEdge
TP9-40-0327	D20170327	Tumor	NK-C1-FCGR3A	D20170327-Tumor-CD45+	HCC	TumorEdge
TP9-4-0327	D20170327	Tumor	NK-C4-IFNG-HSPA1A	D20170327-Tumor-CD45+	HCC	TumorEdge
TP9-41-0327	D20170327	Tumor	NK-C3-IFNG	D20170327-Tumor-CD45+	HCC	TumorEdge
TP9-42-0327	D20170327	Tumor	NK-C1-FCGR3A	D20170327-Tumor-CD45+	HCC	TumorEdge
TP9-46-0327	D20170327	Tumor	NK-C4-IFNG-HSPA1A	D20170327-Tumor-CD45+	HCC	TumorEdge
TP9-47-0327	D20170327	Tumor	Lymphoid-B	D20170327-Tumor-CD45+	HCC	TumorEdge
TP9-48-0327	D20170327	Tumor	NK-C4-IFNG-HSPA1A	D20170327-Tumor-CD45+	HCC	TumorEdge
TP9-49-0327	D20170327	Tumor	NK-C5-CD69	D20170327-Tumor-CD45+	HCC	TumorEdge
TP9-50-0327	D20170327	Tumor	NK-C3-IFNG	D20170327-Tumor-CD45+	HCC	TumorEdge
TP9-5-0327	D20170327	Tumor	NK-C7-CD160	D20170327-Tumor-CD45+	HCC	TumorEdge
TP9-51-0327	D20170327	Tumor	NK-C4-IFNG-HSPA1A	D20170327-Tumor-CD45+	HCC	TumorEdge
TP9-52-0327	D20170327	Tumor	NK-C4-IFNG-HSPA1A	D20170327-Tumor-CD45+	HCC	TumorEdge
TP9-53-0327	D20170327	Tumor	NK-C3-IFNG	D20170327-Tumor-CD45+	HCC	TumorEdge
TP9-54-0327	D20170327	Tumor	NK-C4-IFNG-HSPA1A	D20170327-Tumor-CD45+	HCC	TumorEdge
TP9-55-0327	D20170327	Tumor	NK-C3-IFNG	D20170327-Tumor-CD45+	HCC	TumorEdge
TP9-56-0327	D20170327	Tumor	NK-C4-IFNG-HSPA1A	D20170327-Tumor-CD45+	HCC	TumorEdge
TP9-57-0327	D20170327	Tumor	NK-C4-IFNG-HSPA1A	D20170327-Tumor-CD45+	HCC	TumorEdge
TP9-58-0327	D20170327	Tumor	NK-C4-IFNG-HSPA1A	D20170327-Tumor-CD45+	HCC	TumorEdge
TP9-59-0327	D20170327	Tumor	NK-C4-IFNG-HSPA1A	D20170327-Tumor-CD45+	HCC	TumorEdge
TP9-60-0327	D20170327	Tumor	NK-C4-IFNG-HSPA1A	D20170327-Tumor-CD45+	HCC	TumorEdge
TP9-6-0327	D20170327	Tumor	NK-C4-IFNG-HSPA1A	D20170327-Tumor-CD45+	HCC	TumorEdge
TP9-61-0327	D20170327	Tumor	NK-C4-IFNG-HSPA1A	D20170327-Tumor-CD45+	HCC	TumorEdge
TP9-62-0327	D20170327	Tumor	NK-C4-IFNG-HSPA1A	D20170327-Tumor-CD45+	HCC	TumorEdge
TP9-63-0327	D20170327	Tumor	NK-C3-IFNG	D20170327-Tumor-CD45+	HCC	TumorEdge
TP9-64-0327	D20170327	Tumor	Lymphoid-B	D20170327-Tumor-CD45+	HCC	TumorEdge
TP9-65-0327	D20170327	Tumor	NK-C4-IFNG-HSPA1A	D20170327-Tumor-CD45+	HCC	TumorEdge
TP9-66-0327	D20170327	Tumor	Mast-C2-CPA3	D20170327-Tumor-CD45+	HCC	TumorEdge
TP9-68-0327	D20170327	Tumor	NK-C7-CD160	D20170327-Tumor-CD45+	HCC	TumorEdge
TP9-69-0327	D20170327	Tumor	NK-C4-IFNG-HSPA1A	D20170327-Tumor-CD45+	HCC	TumorEdge
TP9-70-0327	D20170327	Tumor	NK-C4-IFNG-HSPA1A	D20170327-Tumor-CD45+	HCC	TumorEdge
TP9-71-0327	D20170327	Tumor	NK-C4-IFNG-HSPA1A	D20170327-Tumor-CD45+	HCC	TumorEdge
TP9-73-0327	D20170327	Tumor	NK-C1-FCGR3A	D20170327-Tumor-CD45+	HCC	TumorEdge
TP9-75-0327	D20170327	Tumor	NK-C4-IFNG-HSPA1A	D20170327-Tumor-CD45+	HCC	TumorEdge
TP9-76-0327	D20170327	Tumor	NK-C4-IFNG-HSPA1A	D20170327-Tumor-CD45+	HCC	TumorEdge
TP9-77-0327	D20170327	Tumor	NK-C7-CD160	D20170327-Tumor-CD45+	HCC	TumorEdge
TP9-78-0327	D20170327	Tumor	NK-C3-IFNG	D20170327-Tumor-CD45+	HCC	TumorEdge
TP9-79-0327	D20170327	Tumor	NK-C4-IFNG-HSPA1A	D20170327-Tumor-CD45+	HCC	TumorEdge
TP9-80-0327	D20170327	Tumor	CD8-C7-KLRD1	D20170327-Tumor-CD45+	HCC	TumorEdge
TP9-8-0327	D20170327	Tumor	NK-C4-IFNG-HSPA1A	D20170327-Tumor-CD45+	HCC	TumorEdge
TP9-81-0327	D20170327	Tumor	NK-C8-CD160-HSPA1A	D20170327-Tumor-CD45+	HCC	TumorEdge
TP9-82-0327	D20170327	Tumor	NK-C4-IFNG-HSPA1A	D20170327-Tumor-CD45+	HCC	TumorEdge
TP9-83-0327	D20170327	Tumor	NK-C4-IFNG-HSPA1A	D20170327-Tumor-CD45+	HCC	TumorEdge
TP9-84-0327	D20170327	Tumor	NK-C1-FCGR3A	D20170327-Tumor-CD45+	HCC	TumorEdge
TP9-85-0327	D20170327	Tumor	NK-C4-IFNG-HSPA1A	D20170327-Tumor-CD45+	HCC	TumorEdge
TP9-86-0327	D20170327	Tumor	NK-C4-IFNG-HSPA1A	D20170327-Tumor-CD45+	HCC	TumorEdge
TP9-87-0327	D20170327	Tumor	NK-C4-IFNG-HSPA1A	D20170327-Tumor-CD45+	HCC	TumorEdge
TP9-88-0327	D20170327	Tumor	NK-C1-FCGR3A	D20170327-Tumor-CD45+	HCC	TumorEdge
TP9-89-0327	D20170327	Tumor	Lymphoid-B	D20170327-Tumor-CD45+	HCC	TumorEdge
TP9-90-0327	D20170327	Tumor	NK-C9-MKI67	D20170327-Tumor-CD45+	HCC	TumorEdge
TP9-9-0327	D20170327	Tumor	NK-C7-CD160	D20170327-Tumor-CD45+	HCC	TumorEdge
TP9-92-0327	D20170327	Tumor	Mast-C2-CPA3	D20170327-Tumor-CD45+	HCC	TumorEdge
TP9-93-0327	D20170327	Tumor	NK-C7-CD160	D20170327-Tumor-CD45+	HCC	TumorEdge
TP9-95-0327	D20170327	Tumor	NK-C4-IFNG-HSPA1A	D20170327-Tumor-CD45+	HCC	TumorEdge
TP9-96-0327	D20170327	Tumor	NK-C4-IFNG-HSPA1A	D20170327-Tumor-CD45+	HCC	TumorEdge
TP9-98-0327	D20170327	Tumor	NK-C7-CD160	D20170327-Tumor-CD45+	HCC	TumorEdge
NP7-101-0412	D20170412	Normal	CD8-C6-GZMK	D20170412-Normal-CD45+CD3+	HCC	Normal
NP7-102-0412	D20170412	Normal	NK-C7-CD160	D20170412-Normal-CD45+CD3+	HCC	Normal
NP7-104-0412	D20170412	Normal	CD8-C6-GZMK	D20170412-Normal-CD45+CD3+	HCC	Normal
NP7-1-0412	D20170412	Normal	CD8-C6-GZMK	D20170412-Normal-CD45+CD3+	HCC	Normal
NP7-105-0412	D20170412	Normal	CD8-C6-GZMK	D20170412-Normal-CD45+CD3+	HCC	Normal
NP7-11-0412	D20170412	Normal	CD4-C5-TCF7	D20170412-Normal-CD45+CD3+	HCC	Normal
NP7-12-0412	D20170412	Normal	CD8-C7-KLRD1	D20170412-Normal-CD45+CD3+	HCC	Normal
NP7-13-0412	D20170412	Normal	CD8-C6-GZMK	D20170412-Normal-CD45+CD3+	HCC	Normal
NP7-16-0412	D20170412	Normal	CD8-C6-GZMK	D20170412-Normal-CD45+CD3+	HCC	Normal
NP7-17-0412	D20170412	Normal	CD8-C6-GZMK	D20170412-Normal-CD45+CD3+	HCC	Normal
NP7-18-0412	D20170412	Normal	CD8-C6-GZMK	D20170412-Normal-CD45+CD3+	HCC	Normal
NP7-19-0412	D20170412	Normal	CD4-C7-FOXP3	D20170412-Normal-CD45+CD3+	HCC	Normal
NP7-20-0412	D20170412	Normal	CD8-C6-GZMK	D20170412-Normal-CD45+CD3+	HCC	Normal
NP7-2-0412	D20170412	Normal	CD4-C5-TCF7	D20170412-Normal-CD45+CD3+	HCC	Normal
NP7-21-0412	D20170412	Normal	CD8-C7-KLRD1	D20170412-Normal-CD45+CD3+	HCC	Normal
NP7-23-0412	D20170412	Normal	CD8-C4-CX3CR1	D20170412-Normal-CD45+CD3+	HCC	Normal
NP7-24-0412	D20170412	Normal	NK-C5-CD69	D20170412-Normal-CD45+CD3+	HCC	Normal
NP7-25-0412	D20170412	Normal	CD8-C7-KLRD1	D20170412-Normal-CD45+CD3+	HCC	Normal
NP7-26-0412	D20170412	Normal	CD4-C5-TCF7	D20170412-Normal-CD45+CD3+	HCC	Normal
NP7-27-0412	D20170412	Normal	CD8-C7-KLRD1	D20170412-Normal-CD45+CD3+	HCC	Normal
NP7-28-0412	D20170412	Normal	CD8-C6-GZMK	D20170412-Normal-CD45+CD3+	HCC	Normal
NP7-29-0412	D20170412	Normal	CD8-C6-GZMK	D20170412-Normal-CD45+CD3+	HCC	Normal
NP7-30-0412	D20170412	Normal	CD8-C9-SLC4A10	D20170412-Normal-CD45+CD3+	HCC	Normal
NP7-3-0412	D20170412	Normal	CD8-C7-KLRD1	D20170412-Normal-CD45+CD3+	HCC	Normal
NP7-31-0412	D20170412	Normal	CD8-C6-GZMK	D20170412-Normal-CD45+CD3+	HCC	Normal
NP7-32-0412	D20170412	Normal	CD8-C6-GZMK	D20170412-Normal-CD45+CD3+	HCC	Normal
NP7-33-0412	D20170412	Normal	CD4-C5-TCF7	D20170412-Normal-CD45+CD3+	HCC	Normal
NP7-34-0412	D20170412	Normal	CD8-C6-GZMK	D20170412-Normal-CD45+CD3+	HCC	Normal
NP7-35-0412	D20170412	Normal	CD8-C6-GZMK	D20170412-Normal-CD45+CD3+	HCC	Normal
NP7-36-0412	D20170412	Normal	CD8-C6-GZMK	D20170412-Normal-CD45+CD3+	HCC	Normal
NP7-37-0412	D20170412	Normal	CD4-C6-CXCL13	D20170412-Normal-CD45+CD3+	HCC	Normal
NP7-38-0412	D20170412	Normal	CD8-C4-CX3CR1	D20170412-Normal-CD45+CD3+	HCC	Normal
NP7-39-0412	D20170412	Normal	CD8-C6-GZMK	D20170412-Normal-CD45+CD3+	HCC	Normal
NP7-40-0412	D20170412	Normal	CD4-C7-FOXP3	D20170412-Normal-CD45+CD3+	HCC	Normal
NP7-4-0412	D20170412	Normal	CD8-C8-PDCD1	D20170412-Normal-CD45+CD3+	HCC	Normal
NP7-42-0412	D20170412	Normal	CD8-C6-GZMK	D20170412-Normal-CD45+CD3+	HCC	Normal
NP7-43-0412	D20170412	Normal	CD8-C6-GZMK	D20170412-Normal-CD45+CD3+	HCC	Normal
NP7-44-0412	D20170412	Normal	CD8-C6-GZMK	D20170412-Normal-CD45+CD3+	HCC	Normal
NP7-45-0412	D20170412	Normal	CD8-C6-GZMK	D20170412-Normal-CD45+CD3+	HCC	Normal
NP7-46-0412	D20170412	Normal	CD8-C8-PDCD1	D20170412-Normal-CD45+CD3+	HCC	Normal
NP7-47-0412	D20170412	Normal	CD8-C6-GZMK	D20170412-Normal-CD45+CD3+	HCC	Normal
NP7-48-0412	D20170412	Normal	CD8-C7-KLRD1	D20170412-Normal-CD45+CD3+	HCC	Normal
NP7-49-0412	D20170412	Normal	CD8-C9-SLC4A10	D20170412-Normal-CD45+CD3+	HCC	Normal
NP7-50-0412	D20170412	Normal	CD8-C8-PDCD1	D20170412-Normal-CD45+CD3+	HCC	Normal
NP7-5-0412	D20170412	Normal	CD8-C7-KLRD1	D20170412-Normal-CD45+CD3+	HCC	Normal
NP7-52-0412	D20170412	Normal	CD8-C5-SELL	D20170412-Normal-CD45+CD3+	HCC	Normal
NP7-53-0412	D20170412	Normal	CD8-C6-GZMK	D20170412-Normal-CD45+CD3+	HCC	Normal
NP7-54-0412	D20170412	Normal	CD8-C6-GZMK	D20170412-Normal-CD45+CD3+	HCC	Normal
NP7-55-0412	D20170412	Normal	CD8-C6-GZMK	D20170412-Normal-CD45+CD3+	HCC	Normal
NP7-56-0412	D20170412	Normal	CD4-C3-ANXA1	D20170412-Normal-CD45+CD3+	HCC	Normal
NP7-57-0412	D20170412	Normal	CD8-C6-GZMK	D20170412-Normal-CD45+CD3+	HCC	Normal
NP7-58-0412	D20170412	Normal	CD4-C5-TCF7	D20170412-Normal-CD45+CD3+	HCC	Normal
NP7-59-0412	D20170412	Normal	CD8-C7-KLRD1	D20170412-Normal-CD45+CD3+	HCC	Normal
NP7-60-0412	D20170412	Normal	CD8-C6-GZMK	D20170412-Normal-CD45+CD3+	HCC	Normal
NP7-6-0412	D20170412	Normal	CD8-C6-GZMK	D20170412-Normal-CD45+CD3+	HCC	Normal
NP7-61-0412	D20170412	Normal	CD8-C6-GZMK	D20170412-Normal-CD45+CD3+	HCC	Normal
NP7-62-0412	D20170412	Normal	CD8-C7-KLRD1	D20170412-Normal-CD45+CD3+	HCC	Normal
NP7-63-0412	D20170412	Normal	CD8-C6-GZMK	D20170412-Normal-CD45+CD3+	HCC	Normal
NP7-64-0412	D20170412	Normal	CD8-C6-GZMK	D20170412-Normal-CD45+CD3+	HCC	Normal
NP7-65-0412	D20170412	Normal	CD8-C6-GZMK	D20170412-Normal-CD45+CD3+	HCC	Normal
NP7-67-0412	D20170412	Normal	CD8-C6-GZMK	D20170412-Normal-CD45+CD3+	HCC	Normal
NP7-68-0412	D20170412	Normal	CD8-C6-GZMK	D20170412-Normal-CD45+CD3+	HCC	Normal
NP7-69-0412	D20170412	Normal	CD8-C6-GZMK	D20170412-Normal-CD45+CD3+	HCC	Normal
NP7-70-0412	D20170412	Normal	CD8-C9-SLC4A10	D20170412-Normal-CD45+CD3+	HCC	Normal
NP7-7-0412	D20170412	Normal	CD8-C6-GZMK	D20170412-Normal-CD45+CD3+	HCC	Normal
NP7-71-0412	D20170412	Normal	CD8-C6-GZMK	D20170412-Normal-CD45+CD3+	HCC	Normal
NP7-72-0412	D20170412	Normal	CD8-C6-GZMK	D20170412-Normal-CD45+CD3+	HCC	Normal
NP7-73-0412	D20170412	Normal	NK-C5-CD69	D20170412-Normal-CD45+CD3+	HCC	Normal
NP7-74-0412	D20170412	Normal	CD8-C9-SLC4A10	D20170412-Normal-CD45+CD3+	HCC	Normal
NP7-75-0412	D20170412	Normal	CD8-C6-GZMK	D20170412-Normal-CD45+CD3+	HCC	Normal
NP7-76-0412	D20170412	Normal	CD8-C6-GZMK	D20170412-Normal-CD45+CD3+	HCC	Normal
NP7-77-0412	D20170412	Normal	CD8-C7-KLRD1	D20170412-Normal-CD45+CD3+	HCC	Normal
NP7-79-0412	D20170412	Normal	CD8-C6-GZMK	D20170412-Normal-CD45+CD3+	HCC	Normal
NP7-80-0412	D20170412	Normal	CD8-C6-GZMK	D20170412-Normal-CD45+CD3+	HCC	Normal
NP7-8-0412	D20170412	Normal	CD8-C6-GZMK	D20170412-Normal-CD45+CD3+	HCC	Normal
NP7-81-0412	D20170412	Normal	CD8-C6-GZMK	D20170412-Normal-CD45+CD3+	HCC	Normal
NP7-82-0412	D20170412	Normal	CD4-C5-TCF7	D20170412-Normal-CD45+CD3+	HCC	Normal
NP7-83-0412	D20170412	Normal	CD8-C6-GZMK	D20170412-Normal-CD45+CD3+	HCC	Normal
NP7-84-0412	D20170412	Normal	CD8-C9-SLC4A10	D20170412-Normal-CD45+CD3+	HCC	Normal
NP7-85-0412	D20170412	Normal	CD8-C6-GZMK	D20170412-Normal-CD45+CD3+	HCC	Normal
NP7-86-0412	D20170412	Normal	CD8-C8-PDCD1	D20170412-Normal-CD45+CD3+	HCC	Normal
NP7-87-0412	D20170412	Normal	CD8-C6-GZMK	D20170412-Normal-CD45+CD3+	HCC	Normal
NP7-88-0412	D20170412	Normal	CD8-C6-GZMK	D20170412-Normal-CD45+CD3+	HCC	Normal
NP7-90-0412	D20170412	Normal	CD8-C6-GZMK	D20170412-Normal-CD45+CD3+	HCC	Normal
NP7-9-0412	D20170412	Normal	CD8-C6-GZMK	D20170412-Normal-CD45+CD3+	HCC	Normal
NP7-91-0412	D20170412	Normal	CD8-C8-PDCD1	D20170412-Normal-CD45+CD3+	HCC	Normal
NP7-92-0412	D20170412	Normal	CD8-C5-SELL	D20170412-Normal-CD45+CD3+	HCC	Normal
NP7-93-0412	D20170412	Normal	CD8-C7-KLRD1	D20170412-Normal-CD45+CD3+	HCC	Normal
NP7-94-0412	D20170412	Normal	CD8-C6-GZMK	D20170412-Normal-CD45+CD3+	HCC	Normal
NP7-95-0412	D20170412	Normal	CD8-C8-PDCD1	D20170412-Normal-CD45+CD3+	HCC	Normal
NP7-96-0412	D20170412	Normal	CD8-C8-PDCD1	D20170412-Normal-CD45+CD3+	HCC	Normal
NP8-100-0412	D20170412	Normal	DC-C1-CD1C	D20170412-Normal-CD45+	HCC	Normal
NP8-10-0412	D20170412	Normal	DC-C3-CLEC9A	D20170412-Normal-CD45+	HCC	Normal
NP8-101-0412	D20170412	Normal	Mono-C2-FCGR3A	D20170412-Normal-CD45+	HCC	Normal
NP8-102-0412	D20170412	Normal	DC-C3-CLEC9A	D20170412-Normal-CD45+	HCC	Normal
NP8-104-0412	D20170412	Normal	NK-C4-IFNG-HSPA1A	D20170412-Normal-CD45+	HCC	Normal
NP8-1-0412	D20170412	Normal	NK-C7-CD160	D20170412-Normal-CD45+	HCC	Normal
NP8-106-0412	D20170412	Normal	Mono-C2-FCGR3A	D20170412-Normal-CD45+	HCC	Normal
NP8-107-0412	D20170412	Normal	NK-C4-IFNG-HSPA1A	D20170412-Normal-CD45+	HCC	Normal
NP8-108-0412	D20170412	Normal	NK-C7-CD160	D20170412-Normal-CD45+	HCC	Normal
NP8-109-0412	D20170412	Normal	NK-C7-CD160	D20170412-Normal-CD45+	HCC	Normal
NP8-110-0412	D20170412	Normal	NK-C7-CD160	D20170412-Normal-CD45+	HCC	Normal
